"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate
	"Arizona"	"04"	"2015"	"2015"	3264	6829676	39.028
	"Arizona"	"04"	"2016"	"2016"	3045	6941072	34.905
	"Arizona"	"04"	"2017"	"2017"	3112	7044008	34.408
	"Arizona"	"04"	"2018"	"2018"	3009	7158024	32.033
"Total"	"Arizona"	"04"			59254	123447074	42.972
	"Arkansas"	"05"	"1999"	"1999"	2124	2651860	73.849
	"Arkansas"	"05"	"2000"	"2000"	2149	2678588	73.773
	"Arkansas"	"05"	"2001"	"2001"	2143	2691571	73.011
	"Arkansas"	"05"	"2002"	"2002"	2285	2705927	76.916
	"Arkansas"	"05"	"2003"	"2003"	2166	2724816	72.269
	"Arkansas"	"05"	"2004"	"2004"	2247	2749686	73.619
	"Arkansas"	"05"	"2005"	"2005"	2322	2781097	75.129
	"Arkansas"	"05"	"2006"	"2006"	2200	2821761	69.366
	"Arkansas"	"05"	"2007"	"2007"	2206	2848650	68.728
	"Arkansas"	"05"	"2008"	"2008"	2376	2874554	72.584
	"Arkansas"	"05"	"2009"	"2009"	2315	2896843	69.685
	"Arkansas"	"05"	"2010"	"2010"	2284	2921964	67.371
	"Arkansas"	"05"	"2011"	"2011"	2269	2940667	65.733
	"Arkansas"	"05"	"2012"	"2012"	2305	2952164	65.876
	"Arkansas"	"05"	"2013"	"2013"	2336	2959400	65.267
	"Arkansas"	"05"	"2014"	"2014"	2222	2967392	60.963
	"Arkansas"	"05"	"2015"	"2015"	2321	2978048	62.832
	"Arkansas"	"05"	"2016"	"2016"	2187	2989918	58.152
	"Arkansas"	"05"	"2017"	"2017"	2113	3001345	55.277
	"Arkansas"	"05"	"2018"	"2018"	2033	3009733	51.665
"Total"	"Arkansas"	"05"			44603	57145984	66.985
	"California"	"06"	"1999"	"1999"	15182	33499204	52.977
	"California"	"06"	"2000"	"2000"	15070	33987977	51.587
	"California"	"06"	"2001"	"2001"	15353	34479458	51.542
	"California"	"06"	"2002"	"2002"	15198	34871843	50.067
	"California"	"06"	"2003"	"2003"	15053	35253159	48.592
	"California"	"06"	"2004"	"2004"	14787	35574576	46.973
	"California"	"06"	"2005"	"2005"	14821	35827943	46.281
	"California"	"06"	"2006"	"2006"	14620	36021202	45.059
	"California"	"06"	"2007"	"2007"	14646	36250311	44.203
	"California"	"06"	"2008"	"2008"	14580	36604337	42.880
	"California"	"06"	"2009"	"2009"	14685	36961229	42.261
	"California"	"06"	"2010"	"2010"	14488	37319502	40.585
	"California"	"06"	"2011"	"2011"	14364	37638369	39.203
	"California"	"06"	"2012"	"2012"	14215	37948800	37.772
	"California"	"06"	"2013"	"2013"	14173	38260787	36.635
	"California"	"06"	"2014"	"2014"	14033	38596972	35.282
	"California"	"06"	"2015"	"2015"	14207	38918045	34.619
	"California"	"06"	"2016"	"2016"	13626	39167117	32.531
	"California"	"06"	"2017"	"2017"	13356	39358497	30.929
	"California"	"06"	"2018"	"2018"	13036	39461588	29.477
"Total"	"California"	"06"			289493	736000916	40.975
	"Colorado"	"08"	"1999"	"1999"	1531	4226018	44.918
	"Colorado"	"08"	"2000"	"2000"	1599	4326921	45.591
	"Colorado"	"08"	"2001"	"2001"	1655	4425687	46.393
	"Colorado"	"08"	"2002"	"2002"	1722	4490406	47.092
	"Colorado"	"08"	"2003"	"2003"	1751	4528732	46.633
	"Colorado"	"08"	"2004"	"2004"	1677	4575013	43.644
	"Colorado"	"08"	"2005"	"2005"	1714	4631888	43.171
	"Colorado"	"08"	"2006"	"2006"	1757	4720423	42.629
	"Colorado"	"08"	"2007"	"2007"	1794	4803868	42.228
	"Colorado"	"08"	"2008"	"2008"	1807	4889730	40.856
	"Colorado"	"08"	"2009"	"2009"	1855	4972195	40.963
	"Colorado"	"08"	"2010"	"2010"	1861	5047349	39.649
	"Colorado"	"08"	"2011"	"2011"	1804	5121108	37.141
	"Colorado"	"08"	"2012"	"2012"	1833	5192647	36.362
	"Colorado"	"08"	"2013"	"2013"	1817	5269035	34.788
	"Colorado"	"08"	"2014"	"2014"	1824	5350101	33.572
	"Colorado"	"08"	"2015"	"2015"	1784	5450623	31.983
	"Colorado"	"08"	"2016"	"2016"	1865	5539215	32.388
	"Colorado"	"08"	"2017"	"2017"	1762	5611885	29.114
	"Colorado"	"08"	"2018"	"2018"	1665	5691287	27.241
"Total"	"Colorado"	"08"			35077	98864131	38.102
	"Connecticut"	"09"	"1999"	"1999"	1945	3386401	53.153
	"Connecticut"	"09"	"2000"	"2000"	2032	3411777	55.111
	"Connecticut"	"09"	"2001"	"2001"	1997	3432835	53.411
	"Connecticut"	"09"	"2002"	"2002"	1993	3458749	52.455
	"Connecticut"	"09"	"2003"	"2003"	2042	3484336	53.160
	"Connecticut"	"09"	"2004"	"2004"	2082	3496094	53.755
	"Connecticut"	"09"	"2005"	"2005"	1996	3506956	51.179
	"Connecticut"	"09"	"2006"	"2006"	1988	3517460	50.431
	"Connecticut"	"09"	"2007"	"2007"	1954	3527270	48.895
	"Connecticut"	"09"	"2008"	"2008"	1897	3545579	46.238
	"Connecticut"	"09"	"2009"	"2009"	1954	3561807	47.620
	"Connecticut"	"09"	"2010"	"2010"	2054	3579114	48.969
	"Connecticut"	"09"	"2011"	"2011"	1905	3588283	44.576
	"Connecticut"	"09"	"2012"	"2012"	1819	3594547	41.397
	"Connecticut"	"09"	"2013"	"2013"	1822	3594841	41.137
	"Connecticut"	"09"	"2014"	"2014"	1843	3594524	40.718
	"Connecticut"	"09"	"2015"	"2015"	1780	3587122	39.159
	"Connecticut"	"09"	"2016"	"2016"	1775	3578141	38.341
	"Connecticut"	"09"	"2017"	"2017"	1694	3573297	35.965
	"Connecticut"	"09"	"2018"	"2018"	1661	3571520	34.321
"Total"	"Connecticut"	"09"			38233	70590653	45.883
	"Delaware"	"10"	"1999"	"1999"	575	774990	72.755
	"Delaware"	"10"	"2000"	"2000"	517	786373	64.026
	"Delaware"	"10"	"2001"	"2001"	567	795699	69.489
	"Delaware"	"10"	"2002"	"2002"	513	806169	61.014
	"Delaware"	"10"	"2003"	"2003"	573	818003	66.247
	"Delaware"	"10"	"2004"	"2004"	616	830803	69.583
	"Delaware"	"10"	"2005"	"2005"	607	845150	66.662
	"Delaware"	"10"	"2006"	"2006"	603	859268	64.024
	"Delaware"	"10"	"2007"	"2007"	584	871749	60.315
	"Delaware"	"10"	"2008"	"2008"	621	883874	62.449
	"Delaware"	"10"	"2009"	"2009"	573	891730	55.987
	"Delaware"	"10"	"2010"	"2010"	633	899593	60.557
	"Delaware"	"10"	"2011"	"2011"	603	907381	56.692
	"Delaware"	"10"	"2012"	"2012"	627	915179	56.740
	"Delaware"	"10"	"2013"	"2013"	605	923576	52.449
	"Delaware"	"10"	"2014"	"2014"	592	932487	49.791
	"Delaware"	"10"	"2015"	"2015"	599	941252	49.725
	"Delaware"	"10"	"2016"	"2016"	623	948921	49.633
	"Delaware"	"10"	"2017"	"2017"	601	956823	45.327
	"Delaware"	"10"	"2018"	"2018"	576	965479	42.607
"Total"	"Delaware"	"10"			11808	17554499	57.515
	"District of Columbia"	"11"	"1999"	"1999"	313	570213	56.565
	"District of Columbia"	"11"	"2000"	"2000"	337	572046	60.438
	"District of Columbia"	"11"	"2001"	"2001"	336	574504	60.481
	"District of Columbia"	"11"	"2002"	"2002"	343	573158	61.405
	"District of Columbia"	"11"	"2003"	"2003"	300	568502	53.818
	"District of Columbia"	"11"	"2004"	"2004"	301	567754	53.934
	"District of Columbia"	"11"	"2005"	"2005"	306	567136	55.264
	"District of Columbia"	"11"	"2006"	"2006"	292	570681	52.931
	"District of Columbia"	"11"	"2007"	"2007"	283	574404	51.765
	"District of Columbia"	"11"	"2008"	"2008"	318	580236	57.093
	"District of Columbia"	"11"	"2009"	"2009"	262	592228	45.758
	"District of Columbia"	"11"	"2010"	"2010"	245	605226	41.848
	"District of Columbia"	"11"	"2011"	"2011"	252	619800	43.119
	"District of Columbia"	"11"	"2012"	"2012"	259	634924	42.792
	"District of Columbia"	"11"	"2013"	"2013"	277	650581	44.918
	"District of Columbia"	"11"	"2014"	"2014"	262	662328	41.275
	"District of Columbia"	"11"	"2015"	"2015"	216	675400	32.699
	"District of Columbia"	"11"	"2016"	"2016"	198	685815	29.300
	"District of Columbia"	"11"	"2017"	"2017"	220	694906	32.783
	"District of Columbia"	"11"	"2018"	"2018"	199	701547	28.948
"Total"	"District of Columbia"	"11"			5519	12241389	46.735
	"Florida"	"12"	"1999"	"1999"	12256	15759421	60.323
	"Florida"	"12"	"2000"	"2000"	12649	16047515	61.221
	"Florida"	"12"	"2001"	"2001"	12695	16356966	60.427
	"Florida"	"12"	"2002"	"2002"	12705	16689370	59.226
	"Florida"	"12"	"2003"	"2003"	12733	17004085	58.153
	"Florida"	"12"	"2004"	"2004"	12905	17415318	57.619
	"Florida"	"12"	"2005"	"2005"	12993	17842038	56.682
	"Florida"	"12"	"2006"	"2006"	12878	18166990	55.305
	"Florida"	"12"	"2007"	"2007"	12571	18367842	52.893
	"Florida"	"12"	"2008"	"2008"	12830	18527305	52.872
	"Florida"	"12"	"2009"	"2009"	12821	18652644	51.731
	"Florida"	"12"	"2010"	"2010"	12983	18845537	51.116
	"Florida"	"12"	"2011"	"2011"	12829	19053237	49.234
	"Florida"	"12"	"2012"	"2012"	13061	19297822	48.732
	"Florida"	"12"	"2013"	"2013"	12937	19545621	46.791
	"Florida"	"12"	"2014"	"2014"	12870	19845911	45.234
	"Florida"	"12"	"2015"	"2015"	13112	20209042	44.644
	"Florida"	"12"	"2016"	"2016"	12311	20613477	40.440
	"Florida"	"12"	"2017"	"2017"	12627	20963613	40.163
	"Florida"	"12"	"2018"	"2018"	12489	21244317	38.440
"Total"	"Florida"	"12"			255255	370448071	50.632
	"Georgia"	"13"	"1999"	"1999"	4223	8045965	64.205
	"Georgia"	"13"	"2000"	"2000"	4460	8227303	66.490
	"Georgia"	"13"	"2001"	"2001"	4476	8377038	65.378
	"Georgia"	"13"	"2002"	"2002"	4504	8508256	64.177
	"Georgia"	"13"	"2003"	"2003"	4560	8622793	63.536
	"Georgia"	"13"	"2004"	"2004"	4598	8769252	62.564
	"Georgia"	"13"	"2005"	"2005"	4678	8925922	61.684
	"Georgia"	"13"	"2006"	"2006"	4775	9155813	60.424
	"Georgia"	"13"	"2007"	"2007"	4797	9349988	59.339
	"Georgia"	"13"	"2008"	"2008"	4687	9504843	55.946
	"Georgia"	"13"	"2009"	"2009"	4856	9620846	56.004
	"Georgia"	"13"	"2010"	"2010"	4789	9711881	53.226
	"Georgia"	"13"	"2011"	"2011"	4879	9802431	52.881
	"Georgia"	"13"	"2012"	"2012"	5035	9901430	52.981
	"Georgia"	"13"	"2013"	"2013"	5012	9972479	50.551
	"Georgia"	"13"	"2014"	"2014"	5096	10067278	50.074
	"Georgia"	"13"	"2015"	"2015"	4894	10178447	46.493
	"Georgia"	"13"	"2016"	"2016"	4873	10301890	44.980
	"Georgia"	"13"	"2017"	"2017"	4850	10410330	43.126
	"Georgia"	"13"	"2018"	"2018"	4906	10511131	42.125
"Total"	"Georgia"	"13"			94948	187965316	54.362
	"Hawaii"	"15"	"1999"	"1999"	484	1210300	39.092
	"Hawaii"	"15"	"2000"	"2000"	483	1213519	38.354
	"Hawaii"	"15"	"2001"	"2001"	508	1225948	39.348
	"Hawaii"	"15"	"2002"	"2002"	463	1239613	34.887
	"Hawaii"	"15"	"2003"	"2003"	558	1251154	41.092
	"Hawaii"	"15"	"2004"	"2004"	557	1273569	40.178
	"Hawaii"	"15"	"2005"	"2005"	607	1292729	42.496
	"Hawaii"	"15"	"2006"	"2006"	595	1309731	40.983
	"Hawaii"	"15"	"2007"	"2007"	575	1315675	38.282
	"Hawaii"	"15"	"2008"	"2008"	585	1332213	38.353
	"Hawaii"	"15"	"2009"	"2009"	590	1346717	37.583
	"Hawaii"	"15"	"2010"	"2010"	585	1363963	36.435
	"Hawaii"	"15"	"2011"	"2011"	579	1379329	35.287
	"Hawaii"	"15"	"2012"	"2012"	539	1394804	31.488
	"Hawaii"	"15"	"2013"	"2013"	604	1408243	34.912
	"Hawaii"	"15"	"2014"	"2014"	613	1414538	34.283
	"Hawaii"	"15"	"2015"	"2015"	632	1422052	34.097
	"Hawaii"	"15"	"2016"	"2016"	605	1427559	32.596
	"Hawaii"	"15"	"2017"	"2017"	597	1424393	31.252
	"Hawaii"	"15"	"2018"	"2018"	568	1420593	28.961
"Total"	"Hawaii"	"15"			11327	26666642	36.077
	"Idaho"	"16"	"1999"	"1999"	576	1275674	49.714
	"Idaho"	"16"	"2000"	"2000"	600	1299430	50.620
	"Idaho"	"16"	"2001"	"2001"	600	1319962	49.655
	"Idaho"	"16"	"2002"	"2002"	590	1340372	47.874
	"Idaho"	"16"	"2003"	"2003"	672	1363380	52.764
	"Idaho"	"16"	"2004"	"2004"	605	1391802	46.397
	"Idaho"	"16"	"2005"	"2005"	693	1428241	51.502
	"Idaho"	"16"	"2006"	"2006"	667	1468669	47.216
	"Idaho"	"16"	"2007"	"2007"	672	1505105	46.392
	"Idaho"	"16"	"2008"	"2008"	704	1534320	46.679
	"Idaho"	"16"	"2009"	"2009"	716	1554439	46.291
	"Idaho"	"16"	"2010"	"2010"	689	1570746	43.352
	"Idaho"	"16"	"2011"	"2011"	696	1583910	42.588
	"Idaho"	"16"	"2012"	"2012"	703	1595324	41.391
	"Idaho"	"16"	"2013"	"2013"	710	1611206	41.026
	"Idaho"	"16"	"2014"	"2014"	765	1631112	42.326
	"Idaho"	"16"	"2015"	"2015"	747	1651059	39.928
	"Idaho"	"16"	"2016"	"2016"	678	1682380	36.156
	"Idaho"	"16"	"2017"	"2017"	702	1717715	34.935
	"Idaho"	"16"	"2018"	"2018"	733	1750536	35.542
"Total"	"Idaho"	"16"			13518	30275382	43.592
	"Illinois"	"17"	"1999"	"1999"	7240	12359020	61.030
	"Illinois"	"17"	"2000"	"2000"	7330	12434161	61.409
	"Illinois"	"17"	"2001"	"2001"	7346	12488445	61.088
	"Illinois"	"17"	"2002"	"2002"	7314	12525556	60.318
	"Illinois"	"17"	"2003"	"2003"	7355	12556006	60.056
	"Illinois"	"17"	"2004"	"2004"	7315	12589773	59.072
	"Illinois"	"17"	"2005"	"2005"	7058	12609903	56.514
	"Illinois"	"17"	"2006"	"2006"	7181	12643955	56.816
	"Illinois"	"17"	"2007"	"2007"	7399	12695866	57.795
	"Illinois"	"17"	"2008"	"2008"	7310	12747038	55.997
	"Illinois"	"17"	"2009"	"2009"	7216	12796778	54.625
	"Illinois"	"17"	"2010"	"2010"	7216	12840503	53.888
	"Illinois"	"17"	"2011"	"2011"	7166	12867454	52.471
	"Illinois"	"17"	"2012"	"2012"	7272	12882510	51.963
	"Illinois"	"17"	"2013"	"2013"	7115	12895129	49.936
	"Illinois"	"17"	"2014"	"2014"	7262	12884493	49.981
	"Illinois"	"17"	"2015"	"2015"	7011	12858913	47.308
	"Illinois"	"17"	"2016"	"2016"	6868	12820527	45.871
	"Illinois"	"17"	"2017"	"2017"	6620	12778828	43.204
	"Illinois"	"17"	"2018"	"2018"	6343	12723071	40.618
"Total"	"Illinois"	"17"			142937	253997929	53.389
	"Indiana"	"18"	"1999"	"1999"	4186	6044969	70.358
	"Indiana"	"18"	"2000"	"2000"	4205	6091866	69.995
	"Indiana"	"18"	"2001"	"2001"	4226	6127760	69.765
	"Indiana"	"18"	"2002"	"2002"	4270	6155967	69.662
	"Indiana"	"18"	"2003"	"2003"	4373	6196638	70.262
	"Indiana"	"18"	"2004"	"2004"	4113	6233007	65.344
	"Indiana"	"18"	"2005"	"2005"	4299	6278616	67.267
	"Indiana"	"18"	"2006"	"2006"	4298	6332669	66.272
	"Indiana"	"18"	"2007"	"2007"	4331	6379599	65.656
	"Indiana"	"18"	"2008"	"2008"	4504	6424806	66.790
	"Indiana"	"18"	"2009"	"2009"	4369	6459325	63.816
	"Indiana"	"18"	"2010"	"2010"	4374	6490432	62.442
	"Indiana"	"18"	"2011"	"2011"	4216	6516528	59.163
	"Indiana"	"18"	"2012"	"2012"	4332	6537703	59.900
	"Indiana"	"18"	"2013"	"2013"	4349	6568713	58.960
	"Indiana"	"18"	"2014"	"2014"	4375	6593644	57.852
	"Indiana"	"18"	"2015"	"2015"	4217	6608422	54.884
	"Indiana"	"18"	"2016"	"2016"	4211	6634304	53.725
	"Indiana"	"18"	"2017"	"2017"	4142	6658078	52.032
	"Indiana"	"18"	"2018"	"2018"	4010	6695497	48.576
"Total"	"Indiana"	"18"			85400	128028543	61.902
	"Iowa"	"19"	"1999"	"1999"	1841	2917634	55.807
	"Iowa"	"19"	"2000"	"2000"	1881	2929067	56.906
	"Iowa"	"19"	"2001"	"2001"	1875	2931997	56.495
	"Iowa"	"19"	"2002"	"2002"	1894	2934234	56.519
	"Iowa"	"19"	"2003"	"2003"	1946	2941999	57.752
	"Iowa"	"19"	"2004"	"2004"	1983	2953635	58.542
	"Iowa"	"19"	"2005"	"2005"	2032	2964454	59.312
	"Iowa"	"19"	"2006"	"2006"	1890	2982644	54.240
	"Iowa"	"19"	"2007"	"2007"	2011	2999212	57.105
	"Iowa"	"19"	"2008"	"2008"	1973	3016734	55.282
	"Iowa"	"19"	"2009"	"2009"	1962	3032870	54.522
	"Iowa"	"19"	"2010"	"2010"	1913	3050745	52.498
	"Iowa"	"19"	"2011"	"2011"	1887	3066336	51.206
	"Iowa"	"19"	"2012"	"2012"	1920	3076190	50.965
	"Iowa"	"19"	"2013"	"2013"	2000	3092997	52.467
	"Iowa"	"19"	"2014"	"2014"	1847	3109350	47.682
	"Iowa"	"19"	"2015"	"2015"	1990	3120960	50.669
	"Iowa"	"19"	"2016"	"2016"	1865	3131371	46.858
	"Iowa"	"19"	"2017"	"2017"	1796	3141550	44.099
	"Iowa"	"19"	"2018"	"2018"	1762	3148618	42.800
"Total"	"Iowa"	"19"			38268	60542597	52.700
	"Kansas"	"20"	"1999"	"1999"	1610	2678338	59.039
	"Kansas"	"20"	"2000"	"2000"	1585	2693681	57.290
	"Kansas"	"20"	"2001"	"2001"	1696	2702162	61.447
	"Kansas"	"20"	"2002"	"2002"	1634	2713535	58.681
	"Kansas"	"20"	"2003"	"2003"	1659	2723004	58.890
	"Kansas"	"20"	"2004"	"2004"	1696	2734373	59.447
	"Kansas"	"20"	"2005"	"2005"	1798	2745299	62.401
	"Kansas"	"20"	"2006"	"2006"	1733	2762931	59.583
	"Kansas"	"20"	"2007"	"2007"	1645	2783785	55.515
	"Kansas"	"20"	"2008"	"2008"	1702	2808076	56.584
	"Kansas"	"20"	"2009"	"2009"	1720	2832704	56.414
	"Kansas"	"20"	"2010"	"2010"	1636	2858190	52.414
	"Kansas"	"20"	"2011"	"2011"	1685	2869225	52.930
	"Kansas"	"20"	"2012"	"2012"	1675	2885257	51.809
	"Kansas"	"20"	"2013"	"2013"	1615	2893212	49.510
	"Kansas"	"20"	"2014"	"2014"	1748	2900475	52.596
	"Kansas"	"20"	"2015"	"2015"	1668	2909011	49.197
	"Kansas"	"20"	"2016"	"2016"	1515	2910844	43.951
	"Kansas"	"20"	"2017"	"2017"	1560	2908718	44.437
	"Kansas"	"20"	"2018"	"2018"	1562	2911359	43.339
"Total"	"Kansas"	"20"			33142	56224179	53.790
	"Kentucky"	"21"	"1999"	"1999"	3157	4018053	78.607
	"Kentucky"	"21"	"2000"	"2000"	3445	4049021	84.509
	"Kentucky"	"21"	"2001"	"2001"	3543	4068132	86.182
	"Kentucky"	"21"	"2002"	"2002"	3541	4089875	85.054
	"Kentucky"	"21"	"2003"	"2003"	3538	4117170	83.429
	"Kentucky"	"21"	"2004"	"2004"	3483	4146101	81.120
	"Kentucky"	"21"	"2005"	"2005"	3570	4182742	81.377
	"Kentucky"	"21"	"2006"	"2006"	3504	4219239	78.581
	"Kentucky"	"21"	"2007"	"2007"	3623	4256672	79.360
	"Kentucky"	"21"	"2008"	"2008"	3701	4289878	79.144
	"Kentucky"	"21"	"2009"	"2009"	3509	4317074	73.290
	"Kentucky"	"21"	"2010"	"2010"	3801	4348181	78.676
	"Kentucky"	"21"	"2011"	"2011"	3613	4369821	73.712
	"Kentucky"	"21"	"2012"	"2012"	3724	4386346	73.824
	"Kentucky"	"21"	"2013"	"2013"	3791	4404659	74.105
	"Kentucky"	"21"	"2014"	"2014"	3767	4414349	71.681
	"Kentucky"	"21"	"2015"	"2015"	3707	4425976	69.129
	"Kentucky"	"21"	"2016"	"2016"	3620	4438182	66.794
	"Kentucky"	"21"	"2017"	"2017"	3398	4452268	61.374
	"Kentucky"	"21"	"2018"	"2018"	3330	4461153	58.365
"Total"	"Kentucky"	"21"			71365	85454892	75.031
	"Louisiana"	"22"	"1999"	"1999"	2872	4460811	69.799
	"Louisiana"	"22"	"2000"	"2000"	2979	4471885	71.401
	"Louisiana"	"22"	"2001"	"2001"	3089	4477875	73.412
	"Louisiana"	"22"	"2002"	"2002"	3016	4497267	70.527
	"Louisiana"	"22"	"2003"	"2003"	3069	4521042	70.833
	"Louisiana"	"22"	"2004"	"2004"	3109	4552238	70.919
	"Louisiana"	"22"	"2005"	"2005"	3068	4411396	70.846
	"Louisiana"	"22"	"2006"	"2006"	2850	4302665	66.031
	"Louisiana"	"22"	"2007"	"2007"	2824	4375581	63.793
	"Louisiana"	"22"	"2008"	"2008"	2903	4435586	64.415
	"Louisiana"	"22"	"2009"	"2009"	2902	4491648	62.937
	"Louisiana"	"22"	"2010"	"2010"	2921	4544532	61.718
	"Louisiana"	"22"	"2011"	"2011"	2898	4575625	60.368
	"Louisiana"	"22"	"2012"	"2012"	2965	4600972	60.043
	"Louisiana"	"22"	"2013"	"2013"	2939	4624527	58.199
	"Louisiana"	"22"	"2014"	"2014"	2889	4644013	56.027
	"Louisiana"	"22"	"2015"	"2015"	2897	4664628	55.021
	"Louisiana"	"22"	"2016"	"2016"	2706	4678135	50.274
	"Louisiana"	"22"	"2017"	"2017"	2811	4670560	50.943
	"Louisiana"	"22"	"2018"	"2018"	2672	4659690	47.178
"Total"	"Louisiana"	"22"			58379	90660676	62.026
	"Maine"	"23"	"1999"	"1999"	899	1266808	63.599
	"Maine"	"23"	"2000"	"2000"	967	1277072	67.240
	"Maine"	"23"	"2001"	"2001"	929	1285692	63.705
	"Maine"	"23"	"2002"	"2002"	1025	1295960	68.885
	"Maine"	"23"	"2003"	"2003"	1019	1306513	67.196
	"Maine"	"23"	"2004"	"2004"	1030	1313688	66.733
	"Maine"	"23"	"2005"	"2005"	1026	1318787	65.272
	"Maine"	"23"	"2006"	"2006"	1048	1323619	65.732
	"Maine"	"23"	"2007"	"2007"	982	1327040	59.983
	"Maine"	"23"	"2008"	"2008"	1016	1330509	60.859
	"Maine"	"23"	"2009"	"2009"	1004	1329590	59.234
	"Maine"	"23"	"2010"	"2010"	1042	1327629	60.092
	"Maine"	"23"	"2011"	"2011"	1001	1328284	56.553
	"Maine"	"23"	"2012"	"2012"	1040	1327729	57.770
	"Maine"	"23"	"2013"	"2013"	1105	1328009	59.603
	"Maine"	"23"	"2014"	"2014"	1023	1330513	53.726
	"Maine"	"23"	"2015"	"2015"	1068	1328262	55.421
	"Maine"	"23"	"2016"	"2016"	1007	1331317	51.512
	"Maine"	"23"	"2017"	"2017"	1015	1334612	49.762
	"Maine"	"23"	"2018"	"2018"	1040	1339057	50.432
"Total"	"Maine"	"23"			20286	26350690	59.468
	"Maryland"	"24"	"1999"	"1999"	3044	5254509	62.585
	"Maryland"	"24"	"2000"	"2000"	3132	5311034	63.216
	"Maryland"	"24"	"2001"	"2001"	3111	5374691	61.719
	"Maryland"	"24"	"2002"	"2002"	3174	5440389	61.555
	"Maryland"	"24"	"2003"	"2003"	3249	5496269	61.947
	"Maryland"	"24"	"2004"	"2004"	3081	5546935	57.714
	"Maryland"	"24"	"2005"	"2005"	3183	5592379	58.631
	"Maryland"	"24"	"2006"	"2006"	3110	5627367	56.625
